0.660157 0.674799
0.575215 0.598486
0.670163 0.675241
0.614969 0.632026
0.538325 0.592955
0.505644 0.597961
0.591094 0.666558
0.552301 0.631571
0.60397 0.657751
0.469897 0.53709
0.605059 0.621677
0.529704 0.619275
0.442839 0.617551
0.608118 0.642192
0.494177 0.607189
0.558492 0.563169
0.523585 0.553383
0.668112 0.675232
0.605583 0.658487
0.589326 0.610101
0.590156 0.614652
0.643135 0.665683
0.533637 0.653118
0.520951 0.613798
0.528833 0.606539
0.594017 0.611434
0.568984 0.600047
0.557222 0.598487
0.553192 0.571043
0.594088 0.633637
0.495405 0.522398
0.603591 0.626746
0.572116 0.620143
0.56226 0.562507
0.611907 0.624774
0.639814 0.659864
0.657799 0.715936
0.643927 0.655416
0.556789 0.639951
0.508592 0.647476
0.6406 0.676388
0.542972 0.628786
0.547143 0.62597
0.598047 0.625431
0.483736 0.589582
0.548071 0.586107
0.595783 0.596038
0.502658 0.537229
0.620326 0.637211
0.548622 0.55992
0.62927 0.632074
0.533156 0.546995
0.622382 0.63401
0.534905 0.612622
0.55948 0.564532
0.618638 0.6198
0.605519 0.620197
0.547712 0.644633
0.531338 0.643549
0.605991 0.635199
0.511392 0.621677
0.460831 0.531183
0.545108 0.599045
0.580122 0.60728
0.593347 0.610253
0.534978 0.6239
0.558603 0.567015
0.506057 0.61538
0.625158 0.631802
0.586107 0.598705
0.55636 0.591427
0.48077 0.545321
0.52677 0.593581
0.576052 0.617074
0.581216 0.664023
0.587259 0.618544
0.612846 0.63784
0.585546 0.619335
0.581759 0.614162
0.620973 0.632155
0.560325 0.614796
0.604885 0.61191
0.581091 0.594847
0.62572 0.626355
0.611901 0.633596
0.506883 0.533323
0.513905 0.633607
0.612779 0.649193
0.608285 0.615661
0.553151 0.559765
0.579641 0.592153
0.522894 0.605837
0.608651 0.625769
0.564409 0.637605
0.545649 0.607607
0.591468 0.6299
0.606156 0.629988
0.591945 0.603239
0.538699 0.592969
0.613075 0.639902
0.554772 0.620344
0.579 0.598486
0.590251 0.630497
0.628603 0.630137
0.540863 0.584369
0.603688 0.616133
0.650072 0.689456
0.634992 0.64643
0.493948 0.608145
0.53788 0.563534
0.585438 0.623172
0.567104 0.603883
0.59971 0.599971
0.60179 0.607257
0.498706 0.625335
0.461144 0.622178
0.545908 0.574901
0.593676 0.635328
0.633429 0.634773
0.617907 0.618291
0.583445 0.58609
0.461259 0.642392
0.491552 0.54923
0.568353 0.585833
0.674137 0.681457
0.611622 0.620748
0.610341 0.62011
0.661413 0.683136
0.431298 0.483409
0.569003 0.603456
0.571938 0.626812
0.484259 0.622334
0.47877 0.538699
0.516063 0.613409
0.62753 0.647403
0.609036 0.62038
0.530855 0.566179
0.598438 0.650522
0.606071 0.637694
0.539497 0.574189
0.48833 0.550685
0.528527 0.611388
0.622662 0.647565
0.588024 0.598943
0.600331 0.628067
0.589043 0.592847
0.622318 0.631598
0.621988 0.62522
0.612231 0.614484
0.614942 0.648907
0.614033 0.622371
0.540863 0.588032
0.547963 0.599338
0.410697 0.598037
0.642199 0.655999
0.591594 0.594135
0.645794 0.658997
0.488114 0.590696
0.628681 0.645082
0.57853 0.652392
0.538163 0.607133
0.626025 0.635111
0.592524 0.607014
0.606923 0.627474
0.561952 0.584879
0.536357 0.604047
0.615174 0.620906
0.581987 0.59033
0.585357 0.60461
0.603239 0.639158
0.538361 0.603488
0.647595 0.656978
0.560825 0.585527
0.564979 0.641838
0.589442 0.612732
0.586266 0.610715
0.471176 0.526521
0.564865 0.623784
0.551046 0.552578
0.572982 0.621424
0.573747 0.598495
0.579502 0.614261
0.633823 0.638037
0.523485 0.596537
0.562804 0.615661
0.380813 0.601529
0.5771 0.589798
0.556375 0.595778
0.634485 0.65226
0.562833 0.581843
0.58455 0.592555
0.595701 0.635257
0.543478 0.613698
0.616441 0.658919
0.568537 0.582704
0.569992 0.60196
0.623028 0.649673
0.588205 0.607853
0.633738 0.637742
0.587138 0.625812
0.633144 0.65289
0.635975 0.660302
0.683247 0.693953
0.55838 0.596692
0.590033 0.667601
0.621302 0.627169
0.594271 0.613941
0.621923 0.645048
0.61113 0.622953
0.570464 0.596299
0.569246 0.62682
0.552444 0.674512
0.582783 0.610341
0.599168 0.623222
0.560544 0.589568
0.529191 0.597623
0.527549 0.619866
0.626125 0.6468
0.5512 0.64354
0.567864 0.619012
0.621074 0.63088
0.577613 0.592654
0.613044 0.65278
0.516409 0.597311
0.544672 0.63809
0.62599 0.630236
0.579166 0.617501
0.592945 0.612595
0.589389 0.637644
0.611217 0.629516
0.645838 0.652357
0.637531 0.651501
0.615082 0.633066
0.63593 0.66834
0.595098 0.610679
0.578388 0.612846
0.542637 0.61129
0.578065 0.636369
0.576463 0.622662
0.537978 0.572025
0.612202 0.627389
0.581216 0.599795
0.615208 0.630021
0.527847 0.634668
0.642067 0.649132
0.578543 0.605526
0.634827 0.666747
0.53423 0.61953
0.57436 0.574821
0.564187 0.662467
0.582323 0.608145
0.574621 0.612956
0.608731 0.613707
0.518838 0.620111
0.518673 0.609857
0.575215 0.593217
0.60451 0.620943
0.498609 0.513156
0.594843 0.636693
0.511796 0.533478
0.552461 0.564382
0.616953 0.644428
0.579083 0.590263
0.618769 0.623747
0.571116 0.651297
0.590477 0.6109
0.594659 0.659592
0.649981 0.655029
0.615698 0.656646
0.507123 0.637499
0.545268 0.55292
0.559625 0.566807
0.562325 0.637606
0.497189 0.625128
0.598737 0.639196
0.522672 0.605456
0.551607 0.56125
0.593953 0.625459
0.490744 0.563906
0.558083 0.567421
0.571195 0.606016
0.632128 0.638372
0.627569 0.634243
0.48988 0.648012
0.571043 0.607159
0.457151 0.544794
0.552732 0.576839
0.585864 0.592545
0.611173 0.611885
0.594675 0.599686
0.523096 0.554243
0.592725 0.616505
0.600331 0.64883
0.586795 0.593415
0.469911 0.530892
0.649132 0.649827
0.614039 0.615931
0.581091 0.596791
0.566796 0.629859
0.635928 0.655844
0.527303 0.609894
0.548563 0.664299
0.593593 0.593836
0.556936 0.591565
0.503189 0.507242
0.639971 0.682315
0.594105 0.596035
